CrimeType,CrimeLocType,StatZone,Month
עבירות כלפי הרכוש,חצר בית,631,5.0
עבירות כלפי הרכוש,חצר בית,631,6.0
עבירות נגד גוף,חצר בית,631,3.0
עבירות סדר ציבורי,חצר בית,631,2.0
עבירות כלפי הרכוש,חצר בית,631,1.0
עבירות כלפי הרכוש,חניון,631,1.0
עבירות כלפי הרכוש,חניה,631,5.0
עבירות סדר ציבורי,חניה,631,6.0
עבירות כלפי הרכוש,חניה,631,3.0
עבירות כלפי הרכוש,חניה,631,6.0
עבירות כלפי הרכוש,חניה,631,1.0
עבירות כלפי הרכוש,חנות מכולת,631,1.0
עבירות כלפי הרכוש,חנויות אחרות,631,5.0
עבירות כלפי הרכוש,חנויות אחרות,631,5.0
עבירות כלפי הרכוש,חנויות אחרות,631,1.0
עבירות כלפי הרכוש,חנויות אחרות,631,6.0
עבירות כלפי הרכוש,חנויות אחרות,631,1.0
עבירות נגד גוף,"חדר מדרגות,מעליות",631,5.0
עבירות נגד גוף,"חדר מדרגות,מעליות",631,4.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",631,3.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",631,2.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",631,2.0
עבירות כלפי המוסר,גן ציבורי - פארק,631,5.0
עבירות כלפי הרכוש,גן ציבורי - פארק,631,6.0
עבירות סדר ציבורי,גן ציבורי - פארק,631,5.0
עבירות נגד גוף,גן ציבורי - פארק,631,6.0
עבירות נגד גוף,גן ילדים,631,5.0
עבירות נגד גוף,בית מגורים אחר,631,6.0
עבירות כלפי המוסר,בית מגורים אחר,631,5.0
עבירות כלפי המוסר,בית מגורים אחר,631,5.0
עבירות כלפי הרכוש,בית מגורים אחר,631,5.0
עבירות נגד גוף,בית מגורים אחר,631,4.0
עבירות כלפי הרכוש,בית מגורים אחר,631,2.0
עבירות מין,בית הקרבן,631,6.0
עבירות סדר ציבורי,בית הקרבן,631,6.0
עבירות כלפי המוסר,בית הקרבן,631,6.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות נגד גוף,בית הקרבן,631,5.0
עבירות נגד גוף,בית הקרבן,631,4.0
עבירות כלפי הרכוש,בית הקרבן,631,4.0
עבירות נגד גוף,בית הקרבן,631,2.0
עבירות כלפי הרכוש,בית הקרבן,631,1.0
עבירות כלפי הרכוש,בית הקרבן,631,1.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות סדר ציבורי,בית הקרבן,631,6.0
עבירות נגד גוף,בית הקרבן,631,6.0
עבירות כלפי הרכוש,בית הקרבן,631,5.0
עבירות נגד גוף,בית הקרבן,631,4.0
עבירות כלפי הרכוש,בית הקרבן,631,4.0
עבירות כלפי הרכוש,בית הקרבן,631,4.0
עבירות כלפי הרכוש,בית הקרבן,631,2.0
עבירות כלפי הרכוש,בית הקרבן,631,2.0
עבירות כלפי הרכוש,בית הקרבן,631,1.0
עבירות סדר ציבורי,בית הקרבן,631,1.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות נגד גוף,בית הקרבן,631,6.0
עבירות סדר ציבורי,בית הקרבן,631,5.0
עבירות כלפי הרכוש,בית הקרבן,631,5.0
עבירות נגד גוף,בית הקרבן,631,5.0
עבירות סדר ציבורי,בית הקרבן,631,5.0
עבירות כלפי הרכוש,בית הקרבן,631,5.0
עבירות סדר ציבורי,בית הקרבן,631,5.0
עבירות כלפי הרכוש,בית הקרבן,631,4.0
עבירות נגד גוף,בית הקרבן,631,4.0
עבירות כלפי הרכוש,בית הקרבן,631,4.0
עבירות סדר ציבורי,בית הקרבן,631,1.0
עבירות מרמה,בית הקרבן,631,1.0
עבירות סדר ציבורי,בית הקרבן,631,1.0
עבירות מין,בית הקרבן,631,1.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות כלפי הרכוש,בית הקרבן,631,6.0
עבירות כלפי הרכוש,בית הקרבן,631,4.0
עבירות כלפי הרכוש,בית הקרבן,631,4.0
עבירות סדר ציבורי,בית הקרבן,631,2.0
עבירות כלפי הרכוש,בית הקרבן,631,1.0
עבירות סדר ציבורי,בית המבצע,631,5.0
עבירות סדר ציבורי,בית המבצע,631,4.0
עבירות נגד גוף,בית המבצע,631,6.0
עבירות נגד גוף,בית המבצע,631,6.0
עבירות כלפי המוסר,בית המבצע,631,4.0
עבירות סדר ציבורי,בית המבצע,631,2.0
עבירות כלפי המוסר,בית המבצע,631,1.0
עבירות סדר ציבורי,בית המבצע,631,1.0
עבירות סדר ציבורי,בית המבצע,631,6.0
עבירות נגד גוף,בית המבצע,631,6.0
עבירות כלפי המוסר,בית המבצע,631,6.0
עבירות סדר ציבורי,בית המבצע,631,3.0
עבירות נגד גוף,בית המבצע,631,3.0
עבירות כלפי המוסר,בית המבצע,631,3.0
עבירות כלכליות,בית המבצע,631,2.0
עבירות כלפי המוסר,בית המבצע,631,1.0
עבירות סדר ציבורי,בית בושת,631,1.0
עבירות כלפי המוסר,בית בושת,631,1.0
עבירות סדר ציבורי,בית אבות,631,1.0
עבירות סדר ציבורי,בית אבות,631,1.0
עבירות נגד גוף,בית-קפה/מסעדה,631,3.0
עבירות כלפי הרכוש,בית-קפה/מסעדה,631,3.0
עבירות נגד גוף,בית-ספר יסודי,631,3.0
עבירות נגד גוף,"אחר,שלא פורט לעיל",631,6.0
עבירות כלפי הרכוש,"אחר,שלא פורט לעיל",631,4.0
עבירות נגד גוף,"אחר,שלא פורט לעיל",631,5.0
עבירות מין,אוטובוס,631,5.0
עבירות נגד גוף,מוסד כספי אחר,632,2.0
עבירות סדר ציבורי,מוסד כספי אחר,632,2.0
עבירות כלפי הרכוש,תחנת אוטובוס,632,2.0
עבירות כלפי המוסר,רכב פרטי,632,6.0
עבירות סדר ציבורי,רחוב,632,6.0
עבירות כלפי הרכוש,רחוב,632,6.0
עבירות סדר ציבורי,רחוב,632,5.0
עבירות כלפי המוסר,רחוב,632,4.0
עבירות סדר ציבורי,רחוב,632,3.0
עבירות נגד גוף,רחוב,632,3.0
עבירות כלפי הרכוש,רחוב,632,3.0
עבירות כלפי המוסר,רחוב,632,2.0
עבירות כלפי הרכוש,רחוב,632,1.0
עבירות כלפי המוסר,רחוב,632,1.0
עבירות נגד גוף,רחוב,632,6.0
עבירות כלפי הרכוש,רחוב,632,6.0
עבירות סדר ציבורי,רחוב,632,6.0
עבירות כלפי הרכוש,רחוב,632,6.0
עבירות סדר ציבורי,רחוב,632,5.0
עבירות כלפי הרכוש,רחוב,632,4.0
עבירות סדר ציבורי,רחוב,632,3.0
עבירות נגד גוף,רחוב,632,3.0
עבירות כלפי המוסר,רחוב,632,2.0
עבירות סדר ציבורי,רחוב,632,2.0
עבירות כלפי הרכוש,רחוב,632,1.0
עבירות נגד גוף,רחוב,632,1.0
עבירות נגד גוף,רחוב,632,6.0
עבירות סדר ציבורי,רחוב,632,6.0
עבירות כלפי הרכוש,רחוב,632,6.0
עבירות כלפי המוסר,רחוב,632,5.0
עבירות סדר ציבורי,רחוב,632,5.0
עבירות כלפי הרכוש,רחוב,632,5.0
עבירות סדר ציבורי,רחוב,632,3.0
עבירות כלפי הרכוש,רחוב,632,3.0
עבירות כלפי הרכוש,רחוב,632,2.0
עבירות כלפי הרכוש,רחוב,632,2.0
עבירות סדר ציבורי,רחוב,632,2.0
עבירות כלפי הרכוש,רחוב,632,1.0
עבירות כלפי הרכוש,רחוב,632,1.0
עבירות כלפי הרכוש,רחוב,632,1.0
עבירות כלפי הרכוש,רחוב,632,1.0
עבירות כלפי הרכוש,רחוב,632,6.0
עבירות סדר ציבורי,רחוב,632,6.0
עבירות כלפי המוסר,רחוב,632,6.0
עבירות נגד גוף,רחוב,632,5.0
עבירות כלפי המוסר,רחוב,632,5.0
עבירות סדר ציבורי,רחוב,632,3.0
עבירות כלפי הרכוש,רחוב,632,3.0
עבירות כלפי המוסר,רחוב,632,3.0
עבירות סדר ציבורי,רחוב,632,3.0
עבירות סדר ציבורי,רחוב,632,2.0
עבירות סדר ציבורי,רחוב,632,1.0
עבירות כלפי הרכוש,רחוב,632,1.0
עבירות מרמה,סניף דואר,632,2.0
עבירות נגד גוף,סניף דואר,632,2.0
עבירות סדר ציבורי,סניף דואר,632,3.0
עבירות סדר ציבורי,משרדים,632,6.0
עבירות סדר ציבורי,משרדים,632,6.0
עבירות סדר ציבורי,משרדים,632,2.0
עבירות כלפי הרכוש,מועדון,632,3.0
עבירות נגד גוף,מונית,632,1.0
עבירות כלפי הרכוש,כביש עירוני,632,3.0
עבירות סדר ציבורי,טלפון,632,5.0
עבירות סדר ציבורי,טלפון,632,1.0
עבירות סדר ציבורי,טלפון,632,6.0
עבירות סדר ציבורי,טלפון,632,5.0
עבירות כלפי הרכוש,חצר בית,632,4.0
עבירות נגד גוף,חצר בית,632,3.0
עבירות כלפי הרכוש,חצר בית,632,2.0
עבירות נגד גוף,חצר בית,632,2.0
עבירות סדר ציבורי,חצר בית,632,5.0
עבירות נגד גוף,חצר בית,632,4.0
עבירות סדר ציבורי,חצר בית,632,3.0
עבירות כלפי הרכוש,חצר בית,632,2.0
עבירות כלפי הרכוש,חצר בית,632,4.0
עבירות נגד גוף,חצר בית,632,4.0
עבירות כלפי הרכוש,חצר בית,632,5.0
עבירות נגד גוף,חצר בית,632,5.0
עבירות כלפי הרכוש,חצר בית,632,3.0
עבירות כלפי הרכוש,חצר בית,632,2.0
עבירות כלפי הרכוש,חצר בית,632,2.0
עבירות כלפי הרכוש,חצר בית,632,2.0
עבירות כלפי הרכוש,חניון,632,3.0
עבירות כלפי הרכוש,חניה,632,3.0
עבירות כלפי הרכוש,חניה,632,2.0
עבירות כלפי הרכוש,חניה,632,2.0
עבירות כלפי הרכוש,חניה,632,2.0
עבירות כלפי הרכוש,חניה,632,4.0
עבירות סדר ציבורי,חניה,632,6.0
עבירות נגד גוף,חניה,632,6.0
עבירות כלפי הרכוש,חניה,632,5.0
עבירות כלפי הרכוש,חניה,632,6.0
עבירות כלפי הרכוש,חניה,632,3.0
עבירות כלפי הרכוש,חניה,632,1.0
עבירות כלפי הרכוש,חנות מכולת,632,5.0
עבירות כלפי הרכוש,חנות מכולת,632,5.0
עבירות כלפי הרכוש,חנות מכולת,632,4.0
עבירות כלפי הרכוש,חנות מכולת,632,4.0
עבירות כלפי הרכוש,חנות מכולת,632,5.0
עבירות כלפי הרכוש,חנות מכולת,632,5.0
עבירות סדר ציבורי,חנות מכולת,632,1.0
עבירות נגד גוף,חנות מכולת,632,1.0
עבירות כלפי הרכוש,חנות מכולת,632,1.0
עבירות סדר ציבורי,חנות מכולת,632,1.0
עבירות נגד גוף,חנות מכולת,632,1.0
עבירות כלפי הרכוש,חנות מכולת,632,5.0
עבירות כלפי הרכוש,חנות מכולת,632,5.0
עבירות כלפי הרכוש,חנות מכולת,632,1.0
עבירות כלפי הרכוש,חנות מכולת,632,5.0
עבירות כלפי הרכוש,חנות מכולת,632,6.0
עבירות כלפי הרכוש,חנות מכולת,632,5.0
עבירות כלפי הרכוש,חנות מכולת,632,1.0
עבירות כלפי הרכוש,חנות הלבשה,632,6.0
עבירות כלפי הרכוש,חנויות ובתי-מסחר,632,6.0
עבירות כלפי הרכוש,חנויות ובתי-מסחר,632,5.0
עבירות כלפי הרכוש,חנויות אחרות,632,5.0
עבירות כלפי הרכוש,חנויות אחרות,632,4.0
עבירות כלפי הרכוש,חנויות אחרות,632,3.0
עבירות כלפי הרכוש,חנויות אחרות,632,5.0
עבירות נגד גוף,חנויות אחרות,632,4.0
שאר עבירות,חנויות אחרות,632,3.0
עבירות כלפי הרכוש,חנויות אחרות,632,3.0
עבירות כלפי הרכוש,חנויות אחרות,632,1.0
עבירות כלפי הרכוש,חנויות אחרות,632,4.0
עבירות נגד גוף,"חדר מדרגות,מעליות",632,6.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",632,6.0
עבירות נגד גוף,"חדר מדרגות,מעליות",632,1.0
עבירות כלפי הרכוש,"חדר מדרגות,מעליות",632,4.0
עבירות נגד גוף,"חדר מדרגות,מעליות",632,5.0
עבירות סדר ציבורי,"חדר מדרגות,מעליות",632,1.0
עבירות נגד גוף,"חדר מדרגות,מעליות",632,6.0
עבירות בטחון,גן ציבורי - פארק,632,3.0
עבירות כלפי המוסר,גן ציבורי - פארק,632,3.0
עבירות כלפי הרכוש,גן ציבורי - פארק,632,3.0
עבירות כלפי הרכוש,גג,632,1.0
עבירות סדר ציבורי,בריכת שחיה,632,3.0
עבירות סדר ציבורי,בריכת שחיה,632,3.0
עבירות כלפי הרכוש,בנק,632,3.0
עבירות מרמה,בנק,632,4.0
עבירות מרמה,בנק,632,1.0
עבירות מרמה,בנק,632,4.0
עבירות כלפי הרכוש,בנק,632,3.0
עבירות כלפי המוסר,בית עזוב/נטוש,632,2.0
עבירות סדר ציבורי,בית עזוב/נטוש,632,2.0
עבירות סדר ציבורי,בית מגורים אחר,632,4.0
עבירות סדר ציבורי,בית מגורים אחר,632,4.0
עבירות כלפי הרכוש,בית מגורים אחר,632,4.0
עבירות סדר ציבורי,בית מגורים אחר,632,3.0
עבירות סדר ציבורי,בית מגורים אחר,632,3.0
עבירות סדר ציבורי,בית מגורים אחר,632,1.0
עבירות נגד גוף,בית מגורים אחר,632,4.0
עבירות כלפי המוסר,בית מגורים אחר,632,4.0
עבירות כלפי הרכוש,בית מגורים אחר,632,2.0
עבירות כלפי המוסר,בית מגורים אחר,632,1.0
עבירות כלפי הרכוש,בית מגורים אחר,632,4.0
עבירות כלפי הרכוש,בית מגורים אחר,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,6.0
עבירות כלפי הרכוש,בית הקרבן,632,6.0
עבירות נגד גוף,בית הקרבן,632,5.0
עבירות כלפי הרכוש,בית הקרבן,632,5.0
עבירות סדר ציבורי,בית הקרבן,632,5.0
עבירות כלפי הרכוש,בית הקרבן,632,5.0
עבירות סדר ציבורי,בית הקרבן,632,4.0
עבירות סדר ציבורי,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות סדר ציבורי,בית הקרבן,632,3.0
עבירות כלפי הרכוש,בית הקרבן,632,3.0
עבירות סדר ציבורי,בית הקרבן,632,2.0
עבירות כלפי הרכוש,בית הקרבן,632,2.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית הקרבן,632,1.0
עבירות נגד גוף,בית הקרבן,632,1.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית הקרבן,632,1.0
עבירות כלפי הרכוש,בית הקרבן,632,6.0
עבירות סדר ציבורי,בית הקרבן,632,6.0
עבירות סדר ציבורי,בית הקרבן,632,5.0
עבירות כלפי הרכוש,בית הקרבן,632,5.0
עבירות סדר ציבורי,בית הקרבן,632,4.0
עבירות נגד גוף,בית הקרבן,632,4.0
עבירות סדר ציבורי,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,3.0
עבירות כלפי הרכוש,בית הקרבן,632,3.0
עבירות כלפי הרכוש,בית הקרבן,632,2.0
עבירות כלפי הרכוש,בית הקרבן,632,6.0
עבירות נגד גוף,בית הקרבן,632,5.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית הקרבן,632,1.0
עבירות נגד גוף,בית הקרבן,632,1.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
עבירות מין,בית הקרבן,632,5.0
עבירות נגד גוף,בית הקרבן,632,5.0
עבירות סדר ציבורי,בית הקרבן,632,4.0
עבירות נגד גוף,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות כלפי הרכוש,בית הקרבן,632,4.0
עבירות נגד גוף,בית הקרבן,632,3.0
עבירות נגד גוף,בית הקרבן,632,4.0
עבירות סדר ציבורי,בית הקרבן,632,3.0
עבירות סדר ציבורי,בית הקרבן,632,3.0
עבירות כלפי הרכוש,בית הקרבן,632,2.0
עבירות כלפי הרכוש,בית הקרבן,632,2.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית הקרבן,632,1.0
עבירות נגד גוף,בית הקרבן,632,1.0
עבירות כלפי הרכוש,בית הקרבן,632,1.0
שאר עבירות,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית הקרבן,632,1.0
עבירות סדר ציבורי,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי הרכוש,בית המבצע,632,5.0
שאר עבירות,בית המבצע,632,5.0
עבירות כלפי המוסר,בית המבצע,632,3.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות סדר ציבורי,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,5.0
עבירות סדר ציבורי,בית המבצע,632,5.0
עבירות כלפי המוסר,בית המבצע,632,3.0
עבירות סדר ציבורי,בית המבצע,632,1.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות כלפי הרכוש,בית המבצע,632,1.0
עבירות סדר ציבורי,בית המבצע,632,6.0
עבירות כלפי הרכוש,בית המבצע,632,6.0
עבירות בטחון,בית המבצע,632,5.0
עבירות כלפי המוסר,בית המבצע,632,3.0
עבירות כלפי המוסר,בית המבצע,632,2.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות נגד גוף,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,6.0
עבירות כלפי המוסר,בית המבצע,632,5.0
עבירות כלפי המוסר,בית המבצע,632,4.0
עבירות כלפי המוסר,בית המבצע,632,2.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות כלפי המוסר,בית המבצע,632,1.0
עבירות כלפי הרכוש,בית אבות,632,4.0
עבירות כלפי הרכוש,בית אבות,632,4.0
עבירות כלפי הרכוש,בית אבות,632,4.0
עבירות סדר ציבורי,"אחר,שלא פורט לעיל",632,5.0
עבירות כלפי הרכוש,"אחר,שלא פורט לעיל",632,5.0
עבירות סדר ציבורי,"אחר,שלא פורט לעיל",632,6.0
שאר עבירות,"אחר,שלא פורט לעיל",632,5.0
עבירות נגד גוף,"אחר,שלא פורט לעיל",632,4.0
עבירות נגד גוף,תחנת רכבת,633,3.0
עבירות נגד גוף,תחנת מוניות,633,1.0
עבירות נגד גוף,תחנת מוניות,633,3.0
עבירות מרמה,תחנת דלק,633,6.0
עבירות נגד גוף,תחנת דלק,633,2.0
עבירות כלפי הרכוש,תחנת דלק,633,2.0
עבירות כלפי המוסר,תחנת דלק,633,4.0
עבירות מרמה,תחנת דלק,633,6.0
עבירות כלפי המוסר,תחנת דלק,633,6.0
עבירות מרמה,תחנת דלק,633,6.0
עבירות מרמה,תחנת דלק,633,5.0
עבירות מרמה,תחנת דלק,633,1.0
עבירות מרמה,תחנת דלק,633,6.0
עבירות כלפי הרכוש,תחנת דלק,633,6.0
עבירות כלפי הרכוש,תחנת דלק,633,4.0
עבירות מרמה,תחנת דלק,633,3.0
עבירות כלפי הרכוש,תחנת דלק,633,2.0
עבירות מרמה,תחנת דלק,633,2.0
עבירות מרמה,תחנת דלק,633,3.0
עבירות נגד גוף,תחנת דלק,633,2.0
עבירות מרמה,תחנת דלק,633,2.0
עבירות מרמה,תחנת דלק,633,2.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,5.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,6.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,6.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,4.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,4.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,3.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,3.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,3.0
עבירות כלפי הרכוש,תחנת אוטובוס,633,2.0
עבירות כלפי הרכוש,רכב מנועי אחר,633,6.0
עבירות כלפי המוסר,רחוב,633,6.0
עבירות סדר ציבורי,רחוב,633,6.0
עבירות סדר ציבורי,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות נגד גוף,רחוב,633,4.0
עבירות נגד גוף,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
שאר עבירות,רחוב,633,2.0
עבירות נגד גוף,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,2.0
עבירות כלפי המוסר,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות רשוי,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי המוסר,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,6.0
עבירות כלפי המוסר,רחוב,633,6.0
עבירות נגד גוף,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות סדר ציבורי,רחוב,633,5.0
עבירות כלפי המוסר,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות נגד גוף,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי המוסר,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,2.0
עבירות כלפי המוסר,רחוב,633,2.0
עבירות כלפי המוסר,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות סדר ציבורי,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות סדר ציבורי,רחוב,633,5.0
עבירות נגד גוף,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות נגד גוף,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות כלפי הרכוש,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות נגד גוף,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות נגד גוף,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי המוסר,רחוב,633,1.0
עבירות כלפי המוסר,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,1.0
עבירות כלפי הרכוש,רחוב,633,6.0
עבירות כלפי המוסר,רחוב,633,6.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,5.0
עבירות סדר ציבורי,רחוב,633,5.0
עבירות כלפי הרכוש,רחוב,633,5.0
עבירות כלפי המוסר,רחוב,633,4.0
עבירות כלפי המוסר,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,4.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות כלפי המוסר,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות כלפי הרכוש,רחוב,633,3.0
עבירות סדר ציבורי,רחוב,633,3.0
עבירות נגד גוף,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,2.0
עבירות כלפי הרכוש,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,2.0
עבירות סדר ציבורי,רחוב,633,1.0
עבירות כלפי המוסר,רחוב,633,1.0
עבירות כלפי הרכוש,קניון,633,5.0
עבירות כלפי הרכוש,קניון,633,6.0
עבירות כלפי הרכוש,קליניקה פרטית,633,2.0
עבירות סדר ציבורי,על גבי החשוד,633,3.0
עבירות כלפי הרכוש,סוכנות ביטוח,633,4.0
עבירות סדר ציבורי,משרדים אחרים,633,1.0
עבירות סדר ציבורי,משרדים אחרים,633,5.0
עבירות כלפי הרכוש,משרדים אחרים,633,1.0
עבירות כלפי הרכוש,משרדים,633,3.0
עבירות כלפי הרכוש,משרדים,633,1.0
עבירות סדר ציבורי,משרדים,633,1.0
עבירות כלפי הרכוש,משרדים,633,1.0
עבירות כלפי הרכוש,משרדים,633,6.0
עבירות כלפי הרכוש,משרדים,633,5.0
עבירות סדר ציבורי,משרדים,633,4.0
עבירות מרמה,משרדים,633,4.0
עבירות נגד גוף,משרדים,633,1.0
עבירות סדר ציבורי,משרדים,633,1.0
עבירות סדר ציבורי,משרד פרטי,633,3.0
עבירות כלפי הרכוש,משרד פרטי,633,3.0
עבירות סדר ציבורי,משרד פרטי,633,3.0
עבירות סדר ציבורי,משרד פרטי,633,3.0
עבירות נגד גוף,משרד פרטי,633,4.0
עבירות מרמה,משרד פרטי,633,3.0
עבירות מרמה,משרד פרטי,633,3.0
עבירות מרמה,משרד פרטי,633,4.0
עבירות מרמה,משרד פרטי,633,1.0
עבירות מרמה,משרד פרטי,633,4.0
עבירות מרמה,משרד פרטי,633,2.0
עבירות סדר ציבורי,משרד ממשלתי,633,3.0
עבירות נגד גוף,משרד ממשלתי,633,3.0
עבירות מרמה,משרד מוניציפאלי,633,6.0
עבירות מרמה,משרד מוניציפאלי,633,1.0
עבירות סדר ציבורי,משרד מוניציפאלי,633,1.0
עבירות מרמה,משרד מוניציפאלי,633,6.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,5.0
עבירות כלפי הרכוש,"מרפאה/קופ""ח      ",633,5.0
עבירות נגד גוף,"מרפאה/קופ""ח      ",633,1.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,6.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,6.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,5.0
עבירות סדר ציבורי,"מרפאה/קופ""ח      ",633,5.0
