,StatZone,Street,HouseNum,Year,Month,Day,CrimeType,CrimeLocType
7522,622,דמה,דמה,2012.0,8.0,20.0,עבירות סדר ציבורי,בית הקרבן        
7527,622,דמה,דמה,2012.0,8.0,4.0,עבירות סדר ציבורי,בית הקרבן        
7530,622,דמה,דמה,2012.0,7.0,14.0,עבירות נגד גוף,בית הקרבן        
7602,622,דמה,דמה,2012.0,11.0,2.0,עבירות סדר ציבורי,בית המבצע        
7608,622,דמה,דמה,2012.0,7.0,29.0,עבירות כלפי המוסר,בית המבצע        
7610,622,דמה,דמה,2012.0,7.0,1.0,עבירות סדר ציבורי,בית המבצע        
7629,622,דמה,דמה,2012.0,8.0,15.0,עבירות כלפי המוסר,בית המבצע        
7654,622,דמה,דמה,2012.0,11.0,19.0,עבירות סדר ציבורי,בית המבצע        
7656,622,דמה,דמה,2012.0,11.0,2.0,עבירות כלפי המוסר,בית המבצע        
7682,622,דמה,דמה,2012.0,11.0,2.0,עבירות סדר ציבורי,בית המבצע        
7707,622,דמה,דמה,2012.0,12.0,31.0,עבירות סדר ציבורי,בית המבצע        
7751,622,דמה,דמה,2012.0,8.0,16.0,עבירות נגד גוף,אוטובוס          
7769,623,דמה,דמה,2012.0,9.0,6.0,עבירות סדר ציבורי,רחוב             
7787,623,דמה,דמה,2012.0,9.0,30.0,עבירות כלפי הרכוש,רחוב             
7799,623,דמה,דמה,2012.0,11.0,2.0,עבירות סדר ציבורי,רחוב             
7800,623,דמה,דמה,2012.0,10.0,22.0,עבירות כלפי הרכוש,רחוב             
7852,623,דמה,דמה,2012.0,10.0,27.0,עבירות סדר ציבורי,טלפון            
7854,623,דמה,דמה,2012.0,8.0,24.0,עבירות סדר ציבורי,חצר בית          
7855,623,דמה,דמה,2012.0,7.0,29.0,עבירות נגד גוף,חצר בית          
7864,623,דמה,דמה,2012.0,8.0,29.0,עבירות כלפי הרכוש,חצר בית          
7891,623,דמה,דמה,2012.0,9.0,19.0,עבירות כלפי הרכוש,חניון            
7898,623,דמה,דמה,2012.0,12.0,18.0,עבירות נגד גוף,חניה             
7903,623,דמה,דמה,2012.0,10.0,21.0,עבירות כלפי הרכוש,חניה             
7924,623,דמה,דמה,2012.0,12.0,18.0,עבירות כלפי הרכוש,חניה             
7925,623,דמה,דמה,2012.0,12.0,18.0,עבירות כלפי הרכוש,חניה             
7931,623,דמה,דמה,2012.0,10.0,9.0,עבירות כלפי הרכוש,חניה             
7934,623,דמה,דמה,2012.0,8.0,22.0,עבירות סדר ציבורי,חניה             
7951,623,דמה,דמה,2012.0,12.0,18.0,עבירות רשוי,חניה             
7970,623,דמה,דמה,2012.0,12.0,18.0,עבירות סדר ציבורי,חניה             
7971,623,דמה,דמה,2012.0,12.0,18.0,עבירות כלפי הרכוש,חניה             
7972,623,דמה,דמה,2012.0,12.0,8.0,עבירות כלפי הרכוש,חניה             
7973,623,דמה,דמה,2012.0,11.0,19.0,עבירות כלפי הרכוש,חניה             
7974,623,דמה,דמה,2012.0,10.0,28.0,עבירות כלפי הרכוש,חניה             
7978,623,דמה,דמה,2012.0,8.0,9.0,עבירות כלפי הרכוש,חניה             
8012,623,דמה,דמה,2012.0,10.0,13.0,עבירות סדר ציבורי,"חדר מדרגות,מעליות"
8019,623,דמה,דמה,2012.0,10.0,14.0,עבירות נגד גוף,"חדר מדרגות,מעליות"
8022,623,דמה,דמה,2012.0,9.0,6.0,עבירות סדר ציבורי,גן ציבורי - פארק 
8077,623,דמה,דמה,2012.0,7.0,31.0,עבירות כלפי הרכוש,בית הקרבן        
8078,623,דמה,דמה,2012.0,12.0,1.0,עבירות כלפי הרכוש,בית הקרבן        
8108,623,דמה,דמה,2012.0,12.0,19.0,עבירות סדר ציבורי,בית הקרבן        
8118,623,דמה,דמה,2012.0,12.0,14.0,עבירות סדר ציבורי,בית הקרבן        
8119,623,דמה,דמה,2012.0,12.0,14.0,עבירות כלפי הרכוש,בית הקרבן        
8122,623,דמה,דמה,2012.0,11.0,7.0,עבירות כלפי הרכוש,בית הקרבן        
8123,623,דמה,דמה,2012.0,11.0,7.0,עבירות כלפי הרכוש,בית הקרבן        
8124,623,דמה,דמה,2012.0,10.0,15.0,עבירות כלפי הרכוש,בית הקרבן        
8141,623,דמה,דמה,2012.0,7.0,9.0,עבירות כלפי הרכוש,בית הקרבן        
8142,623,דמה,דמה,2012.0,7.0,9.0,עבירות כלפי הרכוש,בית הקרבן        
8172,623,דמה,דמה,2012.0,12.0,19.0,עבירות נגד גוף,בית הקרבן        
8175,623,דמה,דמה,2012.0,12.0,14.0,עבירות נגד גוף,בית הקרבן        
8185,623,דמה,דמה,2012.0,9.0,18.0,עבירות סדר ציבורי,בית הקרבן        
8187,623,דמה,דמה,2012.0,9.0,11.0,עבירות כלפי הרכוש,בית הקרבן        
8189,623,דמה,דמה,2012.0,8.0,22.0,עבירות סדר ציבורי,בית הקרבן        
8235,623,דמה,דמה,2012.0,11.0,27.0,עבירות כלפי הרכוש,בית הקרבן        
8236,623,דמה,דמה,2012.0,11.0,21.0,עבירות נגד גוף,בית הקרבן        
8240,623,דמה,דמה,2012.0,10.0,15.0,עבירות כלפי הרכוש,בית הקרבן        
8241,623,דמה,דמה,2012.0,10.0,15.0,עבירות כלפי הרכוש,בית הקרבן        
8253,623,דמה,דמה,2012.0,7.0,20.0,עבירות סדר ציבורי,בית הקרבן        
8286,623,דמה,דמה,2012.0,10.0,2.0,עבירות סדר ציבורי,בית המבצע        
8305,623,דמה,דמה,2012.0,7.0,26.0,עבירות כלפי המוסר,בית המבצע        
8315,623,דמה,דמה,2012.0,10.0,16.0,עבירות כלפי הרכוש,בית המבצע        
8335,623,דמה,דמה,2012.0,11.0,4.0,עבירות סדר ציבורי,בית המבצע        
8336,623,דמה,דמה,2012.0,11.0,4.0,עבירות סדר ציבורי,בית המבצע        
8350,623,דמה,דמה,2012.0,7.0,15.0,עבירות כלפי הרכוש,בית-ספר יסודי    
8352,623,דמה,דמה,2012.0,7.0,15.0,עבירות סדר ציבורי,בית-ספר יסודי    
8354,623,דמה,דמה,2012.0,11.0,6.0,עבירות כלפי הרכוש,"בי""ס תיכון כללי  "
8363,623,דמה,דמה,2012.0,9.0,2.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
8378,623,דמה,דמה,2012.0,9.0,2.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
8387,631,דמה,דמה,2012.0,8.0,11.0,עבירות סדר ציבורי,ישיבה תיכונית    
8393,631,דמה,דמה,2012.0,8.0,26.0,עבירות נגד גוף,"תאטרון,אופרה וכד."
8397,631,דמה,דמה,2012.0,8.0,26.0,עבירות כלפי הרכוש,"תאטרון,אופרה וכד."
8398,631,דמה,דמה,2012.0,8.0,26.0,עבירות נגד גוף,"תאטרון,אופרה וכד."
8399,631,דמה,דמה,2012.0,8.0,26.0,עבירות כלפי הרכוש,"תאטרון,אופרה וכד."
8400,631,דמה,דמה,2012.0,8.0,26.0,עבירות כלפי הרכוש,"תאטרון,אופרה וכד."
8403,631,דמה,דמה,2012.0,8.0,26.0,עבירות נגד גוף,"תאטרון,אופרה וכד."
8424,631,דמה,דמה,2012.0,12.0,30.0,עבירות סדר ציבורי,רחוב             
8429,631,דמה,דמה,2012.0,12.0,9.0,עבירות סדר ציבורי,רחוב             
8431,631,דמה,דמה,2012.0,11.0,28.0,עבירות סדר ציבורי,רחוב             
8437,631,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי המוסר,רחוב             
8441,631,דמה,דמה,2012.0,10.0,24.0,עבירות נגד גוף,רחוב             
8452,631,דמה,דמה,2012.0,9.0,22.0,עבירות נגד גוף,רחוב             
8453,631,דמה,דמה,2012.0,9.0,22.0,עבירות נגד גוף,רחוב             
8461,631,דמה,דמה,2012.0,8.0,30.0,עבירות סדר ציבורי,רחוב             
8462,631,דמה,דמה,2012.0,8.0,30.0,עבירות רשוי,רחוב             
8463,631,דמה,דמה,2012.0,8.0,30.0,עבירות סדר ציבורי,רחוב             
8464,631,דמה,דמה,2012.0,8.0,13.0,עבירות נגד גוף,רחוב             
8467,631,דמה,דמה,2012.0,8.0,22.0,עבירות סדר ציבורי,רחוב             
8470,631,דמה,דמה,2012.0,8.0,13.0,עבירות כלפי הרכוש,רחוב             
8473,631,דמה,דמה,2012.0,8.0,9.0,עבירות כלפי המוסר,רחוב             
8475,631,דמה,דמה,2012.0,8.0,6.0,עבירות נגד גוף,רחוב             
8476,631,דמה,דמה,2012.0,8.0,1.0,עבירות סדר ציבורי,רחוב             
8477,631,דמה,דמה,2012.0,8.0,3.0,עבירות כלפי הרכוש,רחוב             
8494,631,דמה,דמה,2012.0,8.0,18.0,עבירות כלפי הרכוש,רחוב             
8495,631,דמה,דמה,2012.0,8.0,24.0,עבירות כלפי הרכוש,רחוב             
8561,631,דמה,דמה,2012.0,12.0,11.0,עבירות כלפי הרכוש,רחוב             
8567,631,דמה,דמה,2012.0,11.0,28.0,עבירות כלפי המוסר,רחוב             
8577,631,דמה,דמה,2012.0,10.0,19.0,עבירות כלפי הרכוש,רחוב             
8584,631,דמה,דמה,2012.0,10.0,13.0,עבירות כלפי המוסר,רחוב             
8590,631,דמה,דמה,2012.0,9.0,27.0,עבירות כלפי הרכוש,רחוב             
8593,631,דמה,דמה,2012.0,9.0,18.0,עבירות סדר ציבורי,רחוב             
8595,631,דמה,דמה,2012.0,9.0,11.0,עבירות כלפי המוסר,רחוב             
8597,631,דמה,דמה,2012.0,8.0,21.0,עבירות כלפי הרכוש,רחוב             
8599,631,דמה,דמה,2012.0,8.0,12.0,עבירות נגד גוף,רחוב             
8603,631,דמה,דמה,2012.0,8.0,11.0,עבירות כלפי הרכוש,רחוב             
8610,631,דמה,דמה,2012.0,7.0,24.0,עבירות סדר ציבורי,רחוב             
8614,631,דמה,דמה,2012.0,7.0,4.0,עבירות כלפי המוסר,רחוב             
8616,631,דמה,דמה,2012.0,8.0,31.0,עבירות כלפי הרכוש,רחוב             
8694,631,דמה,דמה,2012.0,12.0,30.0,עבירות נגד גוף,רחוב             
8699,631,דמה,דמה,2012.0,12.0,19.0,עבירות כלפי הרכוש,רחוב             
8700,631,דמה,דמה,2012.0,12.0,9.0,עבירות נגד גוף,רחוב             
8703,631,דמה,דמה,2012.0,12.0,1.0,עבירות כלפי המוסר,רחוב             
8707,631,דמה,דמה,2012.0,11.0,11.0,עבירות כלפי המוסר,רחוב             
8712,631,דמה,דמה,2012.0,10.0,24.0,עבירות כלפי המוסר,רחוב             
8719,631,דמה,דמה,2012.0,10.0,9.0,עבירות כלפי המוסר,רחוב             
8721,631,דמה,דמה,2012.0,10.0,5.0,עבירות כלפי המוסר,רחוב             
8727,631,דמה,דמה,2012.0,9.0,13.0,עבירות מין,רחוב             
8729,631,דמה,דמה,2012.0,8.0,30.0,עבירות כלפי המוסר,רחוב             
8733,631,דמה,דמה,2012.0,8.0,22.0,עבירות כלפי הרכוש,רחוב             
8734,631,דמה,דמה,2012.0,8.0,17.0,עבירות כלפי הרכוש,רחוב             
8736,631,דמה,דמה,2012.0,8.0,10.0,עבירות כלפי הרכוש,רחוב             
8738,631,דמה,דמה,2012.0,8.0,9.0,עבירות סדר ציבורי,רחוב             
8745,631,דמה,דמה,2012.0,7.0,24.0,עבירות סדר ציבורי,רחוב             
8746,631,דמה,דמה,2012.0,7.0,23.0,עבירות כלפי המוסר,רחוב             
8747,631,דמה,דמה,2012.0,7.0,19.0,עבירות כלפי הרכוש,רחוב             
8755,631,דמה,דמה,2012.0,8.0,23.0,עבירות כלפי הרכוש,רחוב             
8830,631,דמה,דמה,2012.0,11.0,18.0,עבירות נגד גוף,רחוב             
8834,631,דמה,דמה,2012.0,10.0,22.0,עבירות כלפי המוסר,רחוב             
8838,631,דמה,דמה,2012.0,10.0,20.0,עבירות כלפי המוסר,רחוב             
8854,631,דמה,דמה,2012.0,9.0,18.0,עבירות סדר ציבורי,רחוב             
8868,631,דמה,דמה,2012.0,8.0,22.0,עבירות נגד גוף,רחוב             
8870,631,דמה,דמה,2012.0,8.0,12.0,עבירות כלפי הרכוש,רחוב             
8872,631,דמה,דמה,2012.0,8.0,9.0,עבירות נגד גוף,רחוב             
8874,631,דמה,דמה,2012.0,8.0,3.0,עבירות כלפי הרכוש,רחוב             
8878,631,דמה,דמה,2012.0,7.0,24.0,עבירות כלפי המוסר,רחוב             
8885,631,דמה,דמה,2012.0,7.0,13.0,עבירות כלפי המוסר,רחוב             
8886,631,דמה,דמה,2012.0,7.0,13.0,עבירות כלפי הרכוש,רחוב             
8893,631,דמה,דמה,2012.0,8.0,16.0,עבירות כלפי הרכוש,רחוב             
8894,631,דמה,דמה,2012.0,8.0,29.0,עבירות כלפי הרכוש,רחוב             
8895,631,דמה,דמה,2012.0,8.0,5.0,עבירות כלפי הרכוש,רחוב             
8896,631,דמה,דמה,2012.0,8.0,4.0,עבירות כלפי הרכוש,רחוב             
8897,631,דמה,דמה,2012.0,8.0,1.0,עבירות כלפי הרכוש,רחוב             
8947,631,דמה,דמה,2012.0,11.0,28.0,עבירות כלפי הרכוש,רחוב             
8974,631,דמה,דמה,2012.0,12.0,30.0,עבירות כלפי הרכוש,רחוב             
9007,631,דמה,דמה,2012.0,11.0,10.0,עבירות כלפי הרכוש,משרדים           
9070,631,דמה,דמה,2012.0,12.0,18.0,עבירות כלפי הרכוש,מחסן-מקלט        
9072,631,דמה,דמה,2012.0,8.0,27.0,עבירות כלפי הרכוש,מחסן-מקלט        
9074,631,דמה,דמה,2012.0,10.0,7.0,עבירות כלפי הרכוש,מועדון           
9076,631,דמה,דמה,2012.0,10.0,7.0,עבירות נגד גוף,מועדון           
9087,631,דמה,דמה,2012.0,9.0,4.0,עבירות סדר ציבורי,מוסד בריאות אחר  
9089,631,דמה,דמה,2012.0,9.0,4.0,עבירות כלפי הרכוש,מוסד בריאות אחר  
9093,631,דמה,דמה,2012.0,7.0,26.0,עבירות כלפי הרכוש,מבנה אחר         
9101,631,דמה,דמה,2012.0,7.0,26.0,עבירות סדר ציבורי,מבנה אחר         
9104,631,דמה,דמה,2012.0,12.0,16.0,עבירות כלפי הרכוש,כביש עירוני      
9118,631,דמה,דמה,2012.0,9.0,10.0,עבירות סדר ציבורי,טלפון            
9126,631,דמה,דמה,2012.0,11.0,13.0,עבירות סדר ציבורי,חצר בית          
9134,631,דמה,דמה,2012.0,8.0,26.0,עבירות כלפי הרכוש,חצר בית          
9136,631,דמה,דמה,2012.0,8.0,16.0,עבירות כלפי הרכוש,חצר בית          
9163,631,דמה,דמה,2012.0,9.0,30.0,עבירות כלפי הרכוש,חצר בית          
9200,631,דמה,דמה,2012.0,11.0,13.0,עבירות כלפי הרכוש,חצר בית          
9202,631,דמה,דמה,2012.0,10.0,21.0,עבירות סדר ציבורי,חצר בית          
9203,631,דמה,דמה,2012.0,10.0,3.0,עבירות כלפי הרכוש,חצר בית          
9205,631,דמה,דמה,2012.0,8.0,19.0,עבירות כלפי הרכוש,חצר בית          
9209,631,דמה,דמה,2012.0,8.0,5.0,עבירות כלפי הרכוש,חצר בית          
9222,631,דמה,דמה,2012.0,10.0,10.0,עבירות כלפי הרכוש,חניה             
9248,631,דמה,דמה,2012.0,10.0,1.0,עבירות כלפי הרכוש,חניה             
9271,631,דמה,דמה,2012.0,10.0,19.0,עבירות כלפי הרכוש,חניה             
9289,631,דמה,דמה,2012.0,12.0,23.0,עבירות כלפי הרכוש,חניה             
9290,631,דמה,דמה,2012.0,12.0,23.0,עבירות כלפי הרכוש,חניה             
9314,631,דמה,דמה,2012.0,12.0,30.0,עבירות כלפי הרכוש,חניה             
9330,631,דמה,דמה,2012.0,11.0,16.0,עבירות כלפי המוסר,חנויות ובתי-מסחר 
9340,631,דמה,דמה,2012.0,9.0,29.0,עבירות כלפי הרכוש,חנויות אחרות     
9350,631,דמה,דמה,2012.0,11.0,12.0,עבירות כלפי הרכוש,חנויות אחרות     
9352,631,דמה,דמה,2012.0,9.0,29.0,עבירות כלפי הרכוש,חנויות אחרות     
9363,631,דמה,דמה,2012.0,12.0,13.0,עבירות סדר ציבורי,חנויות אחרות     
9374,631,דמה,דמה,2012.0,9.0,1.0,עבירות כלפי הרכוש,"חדר מדרגות,מעליות"
9402,631,דמה,דמה,2012.0,9.0,10.0,עבירות כלפי הרכוש,"חדר מדרגות,מעליות"
9470,631,דמה,דמה,2012.0,9.0,28.0,עבירות כלפי הרכוש,גג               
9484,631,דמה,דמה,2012.0,12.0,24.0,עבירות כלפי הרכוש,בנק              
9498,631,דמה,דמה,2012.0,12.0,3.0,עבירות כלפי הרכוש,בית מגורים אחר   
9504,631,דמה,דמה,2012.0,11.0,9.0,עבירות נגד גוף,בית מגורים אחר   
9505,631,דמה,דמה,2012.0,11.0,9.0,עבירות כלפי הרכוש,בית מגורים אחר   
9531,631,דמה,דמה,2012.0,10.0,17.0,עבירות סדר ציבורי,בית מגורים אחר   
9532,631,דמה,דמה,2012.0,7.0,30.0,עבירות סדר ציבורי,בית מגורים אחר   
9547,631,דמה,דמה,2012.0,12.0,3.0,עבירות סדר ציבורי,בית מגורים אחר   
9551,631,דמה,דמה,2012.0,10.0,17.0,עבירות סדר ציבורי,בית מגורים אחר   
9555,631,דמה,דמה,2012.0,8.0,1.0,עבירות סדר ציבורי,בית מגורים אחר   
9556,631,דמה,דמה,2012.0,7.0,30.0,עבירות נגד גוף,בית מגורים אחר   
9557,631,דמה,דמה,2012.0,7.0,30.0,עבירות כלפי הרכוש,בית מגורים אחר   
9577,631,דמה,דמה,2012.0,7.0,30.0,עבירות סדר ציבורי,בית מגורים אחר   
9604,631,דמה,דמה,2012.0,12.0,28.0,עבירות כלפי הרכוש,בית הקרבן        
9605,631,דמה,דמה,2012.0,12.0,28.0,עבירות כלפי הרכוש,בית הקרבן        
9611,631,דמה,דמה,2012.0,12.0,6.0,עבירות כלפי הרכוש,בית הקרבן        
9617,631,דמה,דמה,2012.0,11.0,12.0,עבירות סדר ציבורי,בית הקרבן        
9641,631,דמה,דמה,2012.0,9.0,22.0,עבירות נגד גוף,בית הקרבן        
9642,631,דמה,דמה,2012.0,9.0,22.0,עבירות נגד גוף,בית הקרבן        
9643,631,דמה,דמה,2012.0,9.0,22.0,עבירות כלפי הרכוש,בית הקרבן        
9647,631,דמה,דמה,2012.0,9.0,11.0,עבירות נגד גוף,בית הקרבן        
9665,631,דמה,דמה,2012.0,8.0,19.0,עבירות כלפי הרכוש,בית הקרבן        
9681,631,דמה,דמה,2012.0,8.0,5.0,עבירות סדר ציבורי,בית הקרבן        
9684,631,דמה,דמה,2012.0,7.0,27.0,עבירות סדר ציבורי,בית הקרבן        
9686,631,דמה,דמה,2012.0,7.0,25.0,עבירות סדר ציבורי,בית הקרבן        
9694,631,דמה,דמה,2012.0,7.0,18.0,עבירות נגד גוף,בית הקרבן        
9695,631,דמה,דמה,2012.0,7.0,18.0,עבירות כלפי הרכוש,בית הקרבן        
9696,631,דמה,דמה,2012.0,7.0,18.0,עבירות סדר ציבורי,בית הקרבן        
9806,631,דמה,דמה,2012.0,12.0,26.0,עבירות כלפי הרכוש,בית הקרבן        
9807,631,דמה,דמה,2012.0,12.0,18.0,עבירות כלפי הרכוש,בית הקרבן        
9812,631,דמה,דמה,2012.0,12.0,6.0,עבירות כלפי הרכוש,בית הקרבן        
9823,631,דמה,דמה,2012.0,10.0,22.0,עבירות סדר ציבורי,בית הקרבן        
9824,631,דמה,דמה,2012.0,10.0,22.0,עבירות נגד גוף,בית הקרבן        
9831,631,דמה,דמה,2012.0,9.0,19.0,שאר עבירות,בית הקרבן        
9842,631,דמה,דמה,2012.0,9.0,29.0,עבירות מין,בית הקרבן        
9843,631,דמה,דמה,2012.0,9.0,29.0,עבירות נגד גוף,בית הקרבן        
9846,631,דמה,דמה,2012.0,9.0,22.0,עבירות סדר ציבורי,בית הקרבן        
9850,631,דמה,דמה,2012.0,9.0,11.0,עבירות סדר ציבורי,בית הקרבן        
9851,631,דמה,דמה,2012.0,9.0,11.0,עבירות סדר ציבורי,בית הקרבן        
9852,631,דמה,דמה,2012.0,9.0,10.0,עבירות כלפי הרכוש,בית הקרבן        
9865,631,דמה,דמה,2012.0,8.0,19.0,עבירות סדר ציבורי,בית הקרבן        
9890,631,דמה,דמה,2012.0,7.0,15.0,עבירות כלפי הרכוש,בית הקרבן        
9891,631,דמה,דמה,2012.0,7.0,15.0,עבירות כלפי הרכוש,בית הקרבן        
9897,631,דמה,דמה,2012.0,7.0,3.0,עבירות סדר ציבורי,בית הקרבן        
9898,631,דמה,דמה,2012.0,7.0,3.0,עבירות נגד גוף,בית הקרבן        
9988,631,דמה,דמה,2012.0,12.0,26.0,עבירות נגד גוף,בית הקרבן        
9991,631,דמה,דמה,2012.0,12.0,26.0,עבירות כלפי הרכוש,בית הקרבן        
10010,631,דמה,דמה,2012.0,10.0,31.0,עבירות כלפי הרכוש,בית הקרבן        
10011,631,דמה,דמה,2012.0,10.0,31.0,עבירות כלפי הרכוש,בית הקרבן        
10014,631,דמה,דמה,2012.0,7.0,29.0,עבירות סדר ציבורי,בית הקרבן        
10018,631,דמה,דמה,2012.0,10.0,22.0,עבירות כלפי הרכוש,בית הקרבן        
10032,631,דמה,דמה,2012.0,10.0,5.0,עבירות סדר ציבורי,בית הקרבן        
10039,631,דמה,דמה,2012.0,9.0,23.0,עבירות כלפי הרכוש,בית הקרבן        
10052,631,דמה,דמה,2012.0,8.0,20.0,עבירות כלפי הרכוש,בית הקרבן        
10054,631,דמה,דמה,2012.0,8.0,12.0,עבירות מין,בית הקרבן        
10057,631,דמה,דמה,2012.0,8.0,9.0,עבירות כלפי הרכוש,בית הקרבן        
10058,631,דמה,דמה,2012.0,8.0,9.0,עבירות כלפי הרכוש,בית הקרבן        
10063,631,דמה,דמה,2012.0,7.0,30.0,עבירות כלפי הרכוש,בית הקרבן        
10074,631,דמה,דמה,2012.0,7.0,20.0,עבירות נגד גוף,בית הקרבן        
10075,631,דמה,דמה,2012.0,7.0,20.0,עבירות כלפי הרכוש,בית הקרבן        
10076,631,דמה,דמה,2012.0,7.0,18.0,עבירות סדר ציבורי,בית הקרבן        
10077,631,דמה,דמה,2012.0,7.0,15.0,עבירות כלפי הרכוש,בית הקרבן        
10202,631,דמה,דמה,2012.0,11.0,12.0,עבירות נגד גוף,בית הקרבן        
10213,631,דמה,דמה,2012.0,10.0,22.0,עבירות נגד גוף,בית הקרבן        
10218,631,דמה,דמה,2012.0,10.0,17.0,עבירות כלפי הרכוש,בית הקרבן        
10223,631,דמה,דמה,2012.0,10.0,11.0,עבירות סדר ציבורי,בית הקרבן        
10230,631,דמה,דמה,2012.0,9.0,29.0,עבירות סדר ציבורי,בית הקרבן        
10231,631,דמה,דמה,2012.0,9.0,29.0,עבירות נגד גוף,בית הקרבן        
10239,631,דמה,דמה,2012.0,9.0,11.0,עבירות נגד גוף,בית הקרבן        
10246,631,דמה,דמה,2012.0,8.0,1.0,עבירות סדר ציבורי,בית הקרבן        
10247,631,דמה,דמה,2012.0,8.0,27.0,עבירות נגד גוף,בית הקרבן        
10260,631,דמה,דמה,2012.0,8.0,6.0,עבירות סדר ציבורי,בית הקרבן        
10261,631,דמה,דמה,2012.0,8.0,6.0,עבירות נגד גוף,בית הקרבן        
10393,631,דמה,דמה,2012.0,12.0,26.0,עבירות נגד גוף,בית הקרבן        
10411,631,דמה,דמה,2012.0,7.0,15.0,עבירות כלפי הרכוש,בית המבצע        
10413,631,דמה,דמה,2012.0,7.0,24.0,עבירות סדר ציבורי,בית המבצע        
10438,631,דמה,דמה,2012.0,11.0,28.0,עבירות סדר ציבורי,בית המבצע        
10439,631,דמה,דמה,2012.0,11.0,28.0,עבירות נגד גוף,בית המבצע        
10440,631,דמה,דמה,2012.0,11.0,19.0,עבירות סדר ציבורי,בית המבצע        
10447,631,דמה,דמה,2012.0,10.0,22.0,עבירות כלפי המוסר,בית המבצע        
10454,631,דמה,דמה,2012.0,7.0,16.0,שאר עבירות,בית המבצע        
10465,631,דמה,דמה,2012.0,12.0,9.0,עבירות כלפי הרכוש,בית המבצע        
10482,631,דמה,דמה,2012.0,12.0,1.0,עבירות מין,בית המבצע        
10505,631,דמה,דמה,2012.0,7.0,24.0,עבירות סדר ציבורי,בית המבצע        
10551,631,דמה,דמה,2012.0,7.0,5.0,עבירות כלפי הרכוש,בית המבצע        
10552,631,דמה,דמה,2012.0,7.0,2.0,עבירות כלפי המוסר,בית המבצע        
10592,631,דמה,דמה,2012.0,8.0,4.0,עבירות כלפי הרכוש,בית אבות         
10607,631,דמה,דמה,2012.0,12.0,14.0,עבירות סדר ציבורי,בית-קפה/מסעדה    
10608,631,דמה,דמה,2012.0,12.0,14.0,עבירות סדר ציבורי,בית-קפה/מסעדה    
10609,631,דמה,דמה,2012.0,11.0,30.0,עבירות סדר ציבורי,בית-קפה/מסעדה    
10614,631,דמה,דמה,2012.0,11.0,30.0,עבירות נגד גוף,בית-קפה/מסעדה    
10628,631,דמה,דמה,2012.0,12.0,1.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
10629,631,דמה,דמה,2012.0,10.0,29.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
10633,631,דמה,דמה,2012.0,8.0,21.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
10634,631,דמה,דמה,2012.0,8.0,21.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
10640,631,דמה,דמה,2012.0,11.0,14.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
10644,631,דמה,דמה,2012.0,8.0,31.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
10645,631,דמה,דמה,2012.0,8.0,21.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
10646,631,דמה,דמה,2012.0,8.0,21.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
10663,631,דמה,דמה,2012.0,12.0,1.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
10676,631,דמה,דמה,2012.0,12.0,1.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
10677,631,דמה,דמה,2012.0,12.0,1.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
10680,631,דמה,דמה,2012.0,9.0,27.0,עבירות כלפי המוסר,"אחר,שלא פורט לעיל"
10681,631,דמה,דמה,2012.0,8.0,31.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
10682,631,דמה,דמה,2012.0,8.0,21.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
10693,631,דמה,דמה,2012.0,9.0,5.0,עבירות סדר ציבורי,אוטובוס          
10698,632,דמה,דמה,2012.0,10.0,11.0,עבירות מרמה,מוסד כספי אחר    
10700,632,דמה,דמה,2012.0,10.0,11.0,עבירות מרמה,מוסד כספי אחר    
10717,632,דמה,דמה,2012.0,8.0,7.0,עבירות מרמה,תחנת דלק         
10730,632,דמה,דמה,2012.0,7.0,19.0,עבירות כלפי הרכוש,רכב פרטי         
10756,632,דמה,דמה,2012.0,12.0,30.0,עבירות כלפי המוסר,רחוב             
10761,632,דמה,דמה,2012.0,12.0,11.0,עבירות בטחון,רחוב             
10762,632,דמה,דמה,2012.0,12.0,11.0,עבירות סדר ציבורי,רחוב             
10777,632,דמה,דמה,2012.0,11.0,11.0,עבירות כלפי הרכוש,רחוב             
10781,632,דמה,דמה,2012.0,10.0,22.0,עבירות נגד גוף,רחוב             
10786,632,דמה,דמה,2012.0,10.0,10.0,עבירות נגד גוף,רחוב             
10789,632,דמה,דמה,2012.0,10.0,6.0,עבירות כלפי הרכוש,רחוב             
10794,632,דמה,דמה,2012.0,9.0,20.0,עבירות סדר ציבורי,רחוב             
10804,632,דמה,דמה,2012.0,8.0,29.0,עבירות נגד גוף,רחוב             
